temp,windspeed,cnt
0.56,0.2985,87
0.56,0.2985,36
0.46,0.2239,32
0.42,0.2985,25
0.42,0.2985,35
0.42,0.1343,42
0.4,0.2985,79
0.46,0.194,131
0.44,0.6119,80
0.44,0.6119,45
0.38,0.3881,80
0.34,0.4179,76
0.32,0.3881,45
0.3,0.4627,7
0.26,0.3582,3
0.24,0.3881,4
0.22,0.2836,2
0.22,0.2537,1
0.2,0.2836,2
0.2,0.2985,46
0.2,0.3284,107
0.2,0.3881,214
0.22,0.4179,124
0.24,0.2836,68
0.28,0.2537,56
0.3,0.1343,86
0.32,0,78
0.32,0.1343,79
0.34,0,64
0.34,0.0896,102
0.34,0.0896,242
0.32,0.194,224
0.3,0.1343,119
0.3,0.0896,88
0.26,0,63
0.24,0.1045,47
0.24,0.2239,25
0.22,0.1642,8
0.22,0.194,4
0.22,0.194,2
0.22,0.2836,4
0.2,0.1343,1
0.22,0.2239,5
0.22,0.2537,40
0.22,0.2537,110
0.24,0.2836,256
0.28,0.2985,148
0.32,0.2836,76
0.34,0.3284,73
0.4,0.194,82
0.5,0,125
0.52,0.2985,96
0.54,0.4179,110
0.54,0.3284,139
0.5,0.2836,268
0.46,0.4925,201
0.4,0.5224,150
0.36,0.4179,95
0.34,0.4627,71
0.3,0.5522,48
0.26,0.5224,22
0.24,0.4627,13
0.24,0.4627,1
0.2,0.4627,3
0.2,0.4627,1
0.16,0.4925,1
0.14,0.2985,8
0.14,0.2985,35
0.12,0.4179,111
0.14,0.2985,220
0.16,0.2836,145
0.18,0.194,56
0.2,0.0896,50
0.22,0.1343,72
0.22,0.0896,80
0.24,0.1045,78
0.24,0,68
0.26,0,71
0.26,0,202
0.24,0.3284,167
0.2,0.2537,106
0.2,0.0896,70
0.18,0.1045,51
0.2,0,53
0.18,0.0896,23
0.2,0.194,12
0.18,0.194,4
0.18,0.194,2
0.18,0.2537,1
0.18,0.194,1
0.16,0.1343,7
0.16,0.0896,29
0.16,0.1343,83
0.18,0.1343,228
0.22,0.1343,150
0.24,0.2537,66
0.28,0.2239,89
0.32,0.1642,97
0.34,0.2239,87
0.36,0.2836,95
0.36,0.2985,106
0.36,0.194,118
0.36,0.2537,228
0.34,0.2985,187
0.32,0.2537,107
0.3,0.194,87
0.3,0.2239,70
0.3,0.194,44
0.3,0.1642,46
0.28,0.1045,19
0.3,0.1045,25
0.3,0.194,20
0.3,0.194,2
0.3,0.1642,1
0.3,0.1343,3
0.3,0.2239,4
0.3,0.2985,15
0.3,0.2985,45
0.32,0.2239,63
0.34,0.194,103
0.4,0.2239,159
0.44,0.2537,167
0.46,0.2836,190
0.48,0.2836,198
0.46,0.2985,205
0.48,0.2985,204
0.48,0.3582,164
0.48,0.3284,152
0.46,0.3284,89
0.44,0.3284,70
0.44,0.3284,72
0.42,0.2985,63
0.44,0.2985,44
0.42,0.3582,52
0.42,0.2836,39
0.4,0.2836,32
0.42,0.2985,11
0.42,0.3582,3
0.42,0.3582,2
0.42,0.4478,5
0.4,0.2985,9
0.42,0.2836,22
0.42,0.2985,31
0.42,0.2239,62
0.46,0.3284,79
0.46,0.3582,105
0.44,0.2239,39
0.44,0.2239,7
0.36,0.2836,11
0.34,0.2985,25
0.32,0.3582,23
0.3,0.4925,11
0.28,0.4179,11
0.24,0.6119,7
0.22,0.3881,10
0.22,0.4179,9
0.2,0.3284,4
0.2,0.3284,2
0.2,0.5821,1
0.2,0.5224,1
0.2,0.3582,1
0.2,0.3881,34
0.2,0.4179,91
0.2,0.3881,211
0.22,0.4627,134
0.24,0.2985,58
0.26,0.4478,60
0.3,0.4179,96
0.32,0.3881,70
0.32,0.4179,77
0.34,0.3881,96
0.34,0.3582,122
0.34,0.3582,233
0.32,0.2239,233
0.3,0.2239,145
0.3,0.1642,92
0.28,0.2239,54
0.26,0.1642,35
0.28,0,22
0.26,0.0896,10
0.24,0.1343,4
0.24,0.1343,1
0.24,0.0896,7
0.22,0,2
0.2,0.1045,10
0.2,0,45
0.18,0.1343,128
0.22,0.194,257
0.26,0.1642,151
0.3,0.194,71
0.36,0.1642,78
0.36,0,99
0.38,0.1045,98
0.38,0,72
0.36,0,112
0.38,0.1642,108
0.36,0.2239,248
0.34,0.194,235
0.34,0.1045,150
0.32,0.0896,76
0.3,0.194,75
0.3,0.2239,55
0.28,0.194,41
0.26,0.0896,9
0.26,0.1343,4
0.26,0.1343,2
0.24,0.0896,3
0.24,0.1045,2
0.24,0.1343,8
0.24,0.1045,49
0.24,0.1642,141
0.24,0.1343,249
0.26,0.2537,141
0.3,0.2537,57
0.32,0.3881,59
0.32,0.2537,98
0.32,0.3582,99
0.34,0.2985,71
0.36,0.2985,79
0.34,0.3284,112
0.34,0.2985,194
0.34,0.2537,188
0.34,0.3284,134
0.32,0.194,91
0.32,0.3284,62
0.32,0.1642,21
0.34,0.194,18
0.34,0.2537,3
0.34,0.2537,2
0.34,0.2537,1
0.36,0.194,3
0.36,0.3284,12
0.38,0.2239,37
0.38,0.2836,44
0.4,0.2239,24
0.4,0.1642,17
0.4,0.2537,11
0.42,0.2239,34
0.42,0.2239,12
0.44,0.2985,12
0.44,0.2239,14
0.42,0.2537,21
0.44,0.3881,111
0.44,0.3582,82
0.44,0.5821,56
0.36,0.3284,38
0.36,0.2239,28
0.34,0.1343,34
0.34,0.0896,27
0.34,0.0896,6
0.34,0.1045,8
0.34,0.1045,5
0.32,0.0896,2
0.3,0.2239,7
0.26,0.2836,32
0.26,0.194,114
0.28,0.2537,259
0.3,0.2836,156
0.32,0.2985,78
0.32,0.2985,81
0.34,0.2537,111
0.36,0.2537,107
0.36,0.3582,89
0.34,0.2537,85
0.34,0.2985,113
0.34,0.2239,223
0.32,0.3284,153
0.3,0.3284,118
0.3,0.1642,76
0.3,0.2537,53
0.3,0.1642,64
0.3,0.2537,37
0.26,0.1343,34
0.24,0.194,18
0.24,0.194,14
0.24,0.2537,7
0.24,0.2537,1
0.22,0.194,2
0.22,0.2537,4
0.24,0.194,23
0.26,0.1642,53
0.28,0.1045,101
0.32,0.2239,99
0.34,0.3284,119
0.34,0.2836,158
0.36,0.3582,157
0.4,0.4478,166
0.42,0.4925,182
0.46,0.4478,244
0.46,0.3284,213
0.42,0.1642,145
0.42,0.0896,112
0.4,0.1045,86
0.38,0,82
0.36,0,63
0.38,0.0896,49
0.38,0.1045,38
0.36,0.1343,33
0.34,0.1343,23
0.34,0.1642,13
0.36,0.1343,3
0.34,0,2
0.36,0.194,10
0.4,0.2985,34
0.4,0.4179,44
0.42,0.2537,122
0.44,0.4179,181
0.46,0.3881,194
0.46,0.3881,221
0.46,0.2985,250
0.48,0.3284,304
0.46,0.3881,256
0.44,0.3582,241
0.4,0.3582,147
0.36,0.3582,101
0.32,0.2985,77
0.3,0.2537,58
0.3,0.3284,37
0.26,0.2239,28
0.26,0.1045,11
0.26,0.0896,1
0.26,0.0896,1
0.26,0.1343,3
0.24,0.1343,8
0.26,0.1343,28
0.28,0,88
0.3,0.1343,241
0.32,0.3284,140
0.34,0.2537,84
0.36,0.2537,71
0.38,0,94
0.38,0.3284,75
0.38,0,79
0.38,0.1642,101
0.4,0.1045,107
0.38,0.194,271
0.36,0.1045,235
0.36,0.1343,150
0.34,0.2239,129
0.34,0.1343,63
0.32,0.1045,47
0.32,0,19
0.32,0,14
0.3,0.0896,10
0.3,0.0896,3
0.24,0.0896,2
0.24,0.194,11
0.22,0.194,35
0.24,0.1642,119
0.26,0.0896,282
0.3,0,157
0.32,0.194,78
0.34,0.2239,78
0.36,0.2239,102
0.36,0.2836,97
0.38,0.2985,88
0.38,0.2836,90
0.38,0.3284,114
0.36,0.194,217
0.36,0.2985,225
0.34,0.2836,152
0.34,0.2836,88
0.32,0.1045,55
0.32,0.1642,21
0.32,0.1642,18
0.3,0.2537,8
0.3,0.2985,3
0.28,0.2239,3
0.3,0.1642,1
0.3,0.1045,3
0.3,0.1045,31
0.3,0.194,111
0.32,0,253
0.32,0.1343,154
0.36,0.1642,68
0.36,0.1343,75
0.4,0.1045,88
0.4,0.1343,99
0.4,0.2239,100
0.4,0.2537,101
0.4,0.1642,151
0.44,0.2985,253
0.44,0.2239,237
0.44,0.3284,168
0.42,0.2985,121
0.42,0.2836,78
0.4,0.3881,59
0.4,0.194,27
0.38,0.2537,23
0.36,0.2239,12
0.34,0.2985,8
0.34,0.1642,2
0.34,0.194,3
0.32,0.1045,13
0.32,0.194,51
0.32,0.1343,140
0.36,0.1343,299
0.4,0.2537,185
0.44,0.3284,78
0.44,0.2836,86
0.5,0.2239,105
0.52,0.0896,111
0.5,0.1045,119
0.52,0.2537,125
0.5,0.2836,142
0.5,0.194,313
0.46,0.1642,310
0.44,0.194,207
0.42,0.2239,137
0.42,0.2239,138
0.4,0.2239,87
0.42,0.2836,50
0.42,0.2836,29
0.4,0.2537,16
0.4,0.194,14
0.36,0.194,5
0.38,0.1642,10
0.4,0.194,36
0.4,0.194,123
0.42,0.2537,280
0.46,0.2239,210
0.52,0.2836,117
0.54,0.2836,159
0.56,0.3582,195
0.64,0.2836,175
0.66,0.2537,174
0.68,0.3582,173
0.68,0.2836,204
0.7,0.3284,332
0.68,0.1642,331
0.66,0.1343,190
0.62,0.1343,149
0.62,0.1045,113
0.62,0.1642,118
0.6,0.2239,86
0.6,0.2537,76
0.58,0.3582,51
0.56,0.2239,25
0.54,0.3284,8
0.52,0.4179,3
0.52,0.4179,2
0.44,0.4179,10
0.4,0.3284,13
0.42,0.4925,48
0.42,0.4627,76
0.44,0.4179,140
0.46,0.4478,196
0.46,0.4179,267
0.5,0.4627,301
0.5,0.4925,312
0.5,0.4179,313
0.5,0.3881,304
0.48,0.3284,278
0.46,0.3284,217
0.44,0.2836,154
0.42,0.2239,108
0.4,0.2985,93
0.4,0.3284,72
0.38,0.2985,50
0.34,0.4179,40
0.32,0.3582,24
0.3,0.2836,30
0.28,0.2537,12
0.26,0.2239,3
0.26,0.194,9
0.26,0.2239,4
0.24,0.2239,14
0.28,0.1642,37
0.3,0.1343,78
0.32,0,136
0.34,0.1045,203
0.36,0.1045,228
0.38,0,203
0.4,0,279
0.4,0.0896,308
0.42,0,224
0.4,0.2836,226
0.38,0.3582,156
0.36,0.2836,79
0.36,0.2836,67
0.34,0.2836,49
0.34,0.3284,38
0.34,0.3881,24
0.34,0.3881,13
0.34,0.3881,7
0.34,0.3284,6
0.34,0.3284,1
0.32,0.2985,2
0.32,0.2537,32
0.3,0.4179,18
0.3,0.4179,98
0.34,0.3284,127
0.38,0.3881,62
0.42,0.2985,79
0.44,0.2537,81
0.5,0.2239,112
0.54,0.2239,101
0.56,0.2239,107
0.54,0.2836,141
0.54,0.2537,272
0.52,0.2239,276
0.58,0.4179,221
0.56,0.194,122
0.46,0.194,91
0.46,0.2239,78
0.46,0.0896,30
0.46,0.194,11
0.42,0.1343,19
0.44,0.0896,1
0.44,0.2239,5
0.42,0.1642,1
0.4,0.1343,12
0.4,0.2537,60
0.4,0.1045,136
0.4,0.2985,336
0.4,0.4627,178
0.44,0.2985,124
0.44,0.3284,86
0.46,0.2537,121
0.5,0.2239,106
0.5,0.3284,101
0.5,0.2239,134
0.5,0.1045,165
0.5,0.1045,307
0.48,0.0896,312
0.44,0.2537,164
0.44,0.3582,135
0.42,0.2836,87
0.4,0.2537,70
0.4,0.2537,32
0.36,0.2239,11
0.34,0.2239,7
0.34,0.2239,2
0.34,0.2537,3
0.32,0.194,10
0.34,0.2537,44
0.32,0.2239,118
0.32,0.194,261
0.32,0.2537,182
0.34,0.2836,75
0.34,0.194,71
0.34,0.2239,87
0.34,0.1343,108
0.36,0.1045,84
0.38,0.2239,85
0.4,0.2239,136
0.4,0.2239,273
0.38,0.2537,238
0.38,0.2537,159
0.36,0.6418,75
0.32,0.4179,22
0.32,0.1642,44
0.32,0,26
0.32,0.2239,11
0.3,0.2239,3
0.3,0.2537,6
0.28,0.194,1
0.28,0.194,1
0.28,0.2239,9
0.28,0.2239,41
0.26,0.2239,108
0.26,0.2985,124
0.26,0.2239,97
0.26,0.3284,65
0.3,0.2985,71
0.3,0.3284,94
0.32,0.2239,101
0.3,0.1343,83
0.3,0.2537,90
0.3,0.2239,84
0.3,0.2239,233
0.3,0.2985,214
0.3,0.3881,138
0.28,0.2836,118
0.26,0.2239,78
0.26,0.1642,62
0.24,0.194,33
0.24,0.194,18
0.2,0.1642,5
0.2,0.2239,5
0.2,0.1045,2
0.18,0.1045,5
0.18,0.1642,9
0.18,0.2239,32
0.2,0.3582,104
0.22,0.2836,237
0.24,0.2985,166
0.26,0,68
0.3,0.2836,75
0.32,0.2537,145
0.32,0.194,138
0.36,0.3284,133
0.34,0.2537,122
0.34,0.2985,150
0.32,0.3582,225
0.3,0.2537,198
0.3,0.2836,135
0.3,0.1343,81
0.3,0.1642,75
0.28,0.3284,43
0.26,0.2836,39
0.26,0.2836,28
0.26,0.2985,27
0.22,0.2239,25
0.2,0.194,9
0.22,0.2239,6
0.2,0.194,8
0.18,0.194,10
0.2,0.194,41
0.22,0.1343,66
0.24,0.1343,100
0.26,0.1642,125
0.28,0.1642,168
0.3,0.194,227
0.32,0.2239,239
0.34,0.2239,216
0.34,0.194,219
0.34,0.194,248
0.32,0.2239,203
0.32,0.1642,153
0.28,0.2537,138
0.28,0.2537,85
0.26,0.194,51
0.28,0.2239,63
0.26,0.2836,41
0.26,0.1642,31
0.24,0.194,20
0.22,0.194,21
0.2,0.2239,14
0.18,0.1642,6
0.16,0.1343,2
0.16,0.1642,7
0.2,0.2239,14
0.22,0.1343,54
0.22,0.2239,86
0.24,0.1642,108
0.26,0.2239,163
0.3,0.2239,147
0.32,0.1642,164
0.32,0.2836,172
0.34,0,143
0.32,0.2537,159
0.3,0.194,137
0.3,0.2239,103
0.28,0.1642,57
0.26,0.1642,36
0.26,0.1642,30
0.26,0.194,19
0.22,0.194,12
0.22,0.194,6
0.22,0.1642,5
0.22,0.1642,2
0.18,0.194,8
0.18,0.2836,40
0.2,0.3284,110
0.2,0.2239,254
0.22,0.2239,121
0.24,0.194,69
0.26,0.2836,57
0.26,0,79
0.3,0.2239,83
0.32,0.2239,80
0.32,0.2836,72
0.34,0.2239,132
0.34,0.2985,252
0.32,0.2836,241
0.3,0.1343,173
0.32,0.1045,112
0.32,0.1343,61
0.3,0.2239,40
0.28,0.2985,19
0.26,0.3284,16
0.24,0.2985,4
0.24,0.2985,3
0.24,0.2985,3
0.2,0.1642,2
0.22,0.2537,8
0.22,0.2985,50
0.22,0.3582,133
0.24,0.3582,287
0.28,0.3881,172
0.3,0.2985,59
0.34,0.3881,81
0.34,0.1642,106
0.34,0.2985,104
0.36,0.2537,86
0.38,0.2239,87
0.38,0.1642,136
0.4,0.1343,299
0.36,0.0896,294
0.34,0.194,190
0.36,0.0896,132
0.34,0,83
0.34,0,55
0.32,0.1045,35
0.32,0,11
0.32,0,10
0.32,0,4
0.32,0,4
0.32,0,1
0.3,0.194,7
0.3,0.1343,48
0.32,0.1045,136
0.32,0.1642,263
0.32,0.2239,154
0.34,0.2239,64
0.34,0.2537,90
0.34,0.1642,80
0.36,0.2239,98
0.36,0.2985,80
0.28,0.2985,70
0.28,0.2537,36
0.26,0.1045,116
0.26,0.2239,85
0.26,0.2239,72
0.24,0.2985,44
0.24,0.2537,27
0.24,0.2239,24
0.24,0.2836,12
0.24,0.2239,3
0.24,0.194,5
0.24,0.194,5
0.24,0.2239,1
0.24,0.2537,2
0.24,0.2239,8
0.24,0.2985,36
0.24,0.2537,92
0.24,0.2537,192
0.26,0.2537,132
0.26,0.2537,69
0.28,0.194,58
0.28,0.194,90
0.3,0.1343,68
0.3,0.1343,76
0.3,0.2985,65
0.3,0.2537,85
0.3,0.2537,168
0.3,0.1343,177
0.3,0.1343,130
0.28,0.2836,85
0.28,0.1642,60
0.28,0.2537,51
0.26,0.1642,27
0.26,0.1642,6
0.26,0.1642,4
0.26,0.194,7
0.24,0.2537,4
0.24,0.2537,3
0.24,0.2239,12
0.24,0.2239,28
0.24,0,95
0.26,0.2537,206
0.32,0.3582,173
0.32,0.2836,75
0.32,0.3582,89
0.34,0.3582,95
0.36,0.3582,110
0.36,0.3582,87
0.34,0.4179,111
0.34,0.4179,167
0.34,0.3284,281
0.34,0.3284,241
0.34,0.3284,136
0.32,0.194,77
0.32,0.1343,93
0.3,0.1642,74
0.3,0.0896,53
0.3,0,32
0.26,0.1343,32
0.24,0.1343,21
0.24,0.1642,9
0.24,0.1642,5
0.24,0.1642,5
0.26,0.1045,12
0.26,0.1045,18
0.3,0.1045,55
0.34,0.1045,87
0.36,0.1642,154
0.4,0.1642,198
0.32,0.1343,184
0.34,0.1343,137
0.32,0.3284,190
0.34,0.3881,136
0.38,0.3284,196
0.38,0.3582,184
0.38,0.194,179
0.36,0.3582,148
0.34,0.2836,85
0.32,0.2537,77
0.32,0.2985,55
0.32,0.1642,53
0.3,0.194,39
0.3,0.1045,34
0.26,0.1343,24
0.3,0,11
0.28,0.0896,3
0.28,0.2239,5
0.28,0.194,33
0.32,0.2239,33
0.34,0.1642,62
0.36,0.4925,142
0.4,0.4179,215
0.42,0.2537,243
0.44,0.2836,313
0.44,0.2985,367
0.46,0.1343,349
0.46,0,292
0.46,0.194,303
0.46,0.1343,274
0.46,0,172
0.42,0.194,144
0.42,0.2239,79
0.42,0.2239,45
0.4,0.1045,36
0.4,0.0896,31
0.4,0.2239,6
0.4,0.3582,11
0.38,0.2537,2
0.38,0.2836,1
0.38,0.2985,2
0.4,0.2537,7
0.42,0.2836,46
0.44,0.2537,157
0.46,0.2985,339
0.5,0.3881,158
0.54,0.3582,90
0.6,0.3881,124
0.64,0.4627,157
0.68,0.3284,139
0.74,0.4925,123
0.76,0.5522,143
0.76,0.5224,189
0.74,0.6119,366
0.72,0.4925,386
0.7,0.4627,278
0.7,0.5522,173
0.7,0.4478,95
0.68,0.4627,75
0.64,0.2239,48
0.62,0.1045,22
0.62,0.4179,15
0.54,0.3284,5
0.54,0.3284,4
0.5,0.4925,2
0.46,0.2985,5
0.48,0.3284,38
0.48,0.3284,134
0.38,0.5821,157
0.36,0.4925,46
0.34,0.3881,28
0.32,0.4478,19
0.34,0.3881,38
0.36,0.4179,56
0.36,0.4925,76
0.4,0.4627,68
0.38,0.4179,130
0.42,0.4179,273
0.38,0.4925,267
0.36,0.2985,160
0.34,0.2836,91
0.34,0.5224,89
0.32,0.2985,46
0.3,0.2836,26
0.3,0.1045,15
0.26,0.1343,2
0.24,0.1343,5
0.26,0.1343,4
0.24,0.1343,1
0.24,0.1045,13
0.24,0.1045,56
0.26,0.1045,133
0.32,0.2239,325
0.36,0.2537,165
0.4,0.3881,69
0.42,0.3881,93
0.44,0.2537,134
0.46,0.4925,112
0.5,0.4179,115
0.52,0.3284,117
0.54,0.4179,169
0.52,0.4478,356
0.52,0.3582,325
0.5,0.2985,232
0.46,0.2239,141
0.46,0.2836,102
0.46,0.2836,84
0.46,0.2985,40
0.46,0.2836,20
0.42,0.1343,13
0.42,0,7
0.36,0.194,3
0.34,0.194,1
0.34,0.2239,6
0.32,0.2537,64
0.34,0.1642,160
0.36,0.194,314
0.4,0.1343,170
0.42,0.1045,95
0.46,0,122
0.46,0,153
0.52,0.0896,135
0.56,0.0896,157
0.6,0.1045,160
0.6,0,213
0.52,0.2836,343
0.48,0.2537,333
0.46,0.2985,226
0.44,0.1642,203
0.44,0.2836,108
0.4,0.194,81
0.38,0.2537,54
0.36,0.2239,25
0.34,0.1343,9
0.34,0.1642,13
0.34,0.1642,1
0.34,0.1343,1
0.32,0.194,9
0.34,0,35
0.34,0.1642,113
0.34,0.1642,221
0.36,0.194,185
0.36,0.2836,73
0.4,0.3881,98
0.38,0.2239,80
0.36,0.2836,42
0.34,0.2239,15
0.34,0.2239,25
0.32,0.2537,60
0.32,0.2537,148
0.32,0.2537,62
0.3,0.4179,53
0.3,0.3284,63
0.3,0.2537,54
0.3,0.2985,51
0.3,0.2239,35
0.3,0.2239,31
0.3,0.1343,20
0.32,0.2239,17
0.3,0.2537,14
0.3,0.2537,3
0.3,0.2239,5
0.3,0.194,13
0.3,0.1642,21
0.32,0.1642,54
0.34,0.1045,98
0.34,0.1343,133
0.36,0,142
0.36,0.1343,202
0.36,0,222
0.36,0.1343,212
0.36,0,201
0.38,0,191
0.38,0.0896,257
0.38,0.1045,177
0.38,0.1343,130
0.38,0.1642,93
0.36,0.1343,75
0.36,0.1343,87
0.38,0.0896,57
0.38,0.0896,53
0.38,0.1343,37
0.38,0.0896,36
0.38,0.1343,16
0.36,0.1045,5
0.36,0.0896,4
0.36,0.0896,4
0.36,0.0896,10
0.38,0.0896,55
0.38,0.1343,81
0.4,0,150
0.4,0.1343,202
0.42,0.1343,230
0.46,0.1045,263
0.5,0.194,281
0.5,0.2239,297
0.52,0.1642,288
0.52,0.194,236
0.5,0.194,240
0.5,0.194,131
0.46,0.1343,92
0.44,0.194,95
0.44,0.2537,57
0.46,0.3582,32
0.48,0.3284,23
0.46,0.2836,4
0.46,0.2836,9
0.46,0.194,1
0.46,0.194,13
0.46,0.2239,61
0.5,0.2239,176
0.52,0.2836,314
0.56,0.2836,165
0.56,0.2985,96
0.6,0.2985,104
0.6,0.3284,134
0.64,0.4179,139
0.72,0.3582,145
0.74,0.5224,141
0.74,0.5224,235
0.74,0.5224,452
0.72,0.3881,383
0.72,0.4478,284
0.68,0.5224,166
0.66,0.2537,158
0.64,0.2836,91
0.58,0,54
0.62,0.1045,24
0.62,0.0896,13
0.6,0.1343,14
0.58,0.1343,1
0.56,0.1343,6
0.54,0.1343,16
0.54,0.2836,58
0.54,0.2239,189
0.48,0.3881,226
0.46,0.4925,54
0.5,0.4179,40
0.52,0.3582,49
0.56,0.4627,92
0.54,0.2836,106
0.5,0.2836,44
0.48,0.5224,78
0.48,0.3881,99
0.44,0.2239,291
0.44,0.2239,224
0.42,0.2836,130
0.42,0.2836,103
0.42,0.194,84
0.4,0.2985,54
0.4,0.2537,39
0.4,0.2985,15
0.4,0.2985,1
0.4,0.2985,2
0.4,0.3284,2
0.4,0.3284,3
0.38,0.2537,5
0.38,0.2239,34
0.36,0.2239,70
0.38,0.194,164
0.38,0.2239,65
0.4,0.194,46
0.42,0.194,61
0.42,0.2537,95
0.44,0.194,61
0.42,0.2537,106
0.44,0.2836,81
0.46,0.2836,142
0.46,0.2985,309
0.44,0.3881,321
0.44,0.2537,175
0.44,0.2537,126
0.42,0.1642,117
0.42,0.194,99
0.4,0.1343,62
0.38,0.1343,21
0.38,0.2239,10
0.36,0.1343,3
0.34,0.1343,2
0.34,0,9
0.34,0.0896,14
0.34,0.1045,70
0.38,0,193
0.42,0.1642,337
0.46,0.1343,170
0.5,0.194,89
0.52,0.1642,115
0.54,0.1343,145
0.56,0.2239,159
0.56,0.0896,137
0.6,0.0896,142
0.6,0.1045,202
0.6,0,388
0.56,0,337
0.54,0,259
0.5,0.194,169
0.46,0.1343,145
0.48,0.1045,104
0.46,0.1045,47
0.44,0,27
0.44,0,15
0.4,0,18
0.4,0,3
0.38,0.0896,3
0.36,0.1045,13
0.36,0.0896,47
0.4,0.1642,149
0.44,0.2985,300
0.5,0.194,178
0.5,0.194,122
0.52,0.194,136
0.52,0.2836,200
0.54,0.2537,180
0.54,0.2537,163
0.54,0.4478,162
0.52,0.4925,243
0.5,0.3881,331
0.46,0.3881,263
0.42,0.3881,209
0.4,0.3284,118
0.4,0.2985,102
0.38,0.3881,80
0.36,0.194,64
0.36,0.2239,43
0.36,0.2836,33
0.36,0.1343,24
0.36,0.1642,14
0.36,0.2239,5
0.38,0.2836,4
0.4,0.3284,10
0.4,0.4179,21
0.4,0.3582,45
0.4,0.2985,29
0.42,0.3881,22
0.42,0.4478,31
0.46,0.5821,32
0.46,0.5224,58
0.52,0.5821,63
0.52,0.5821,78
0.5,0.4627,33
0.5,0.5821,15
0.5,0.3881,38
0.52,0.4179,71
0.44,0.2239,53
0.44,0,14
0.42,0,24
0.44,0.2836,35
0.44,0.2836,33
0.42,0.2239,31
0.4,0.194,29
0.4,0.1343,25
0.36,0.1045,7
0.36,0.1642,3
0.36,0.4478,8
0.36,0.3582,16
0.38,0.3881,43
0.4,0.2836,102
0.42,0.4478,211
0.46,0.4179,304
0.46,0.3881,354
0.5,0.3881,343
0.52,0.3881,361
0.54,0.5224,388
0.54,0.3582,343
0.56,0.4478,306
0.56,0.3881,277
0.56,0.2985,210
0.52,0.194,141
0.5,0.194,83
0.5,0.1045,70
0.44,0.1642,56
0.46,0.0896,39
0.46,0.1343,19
0.42,0.1045,16
0.42,0.1045,7
0.4,0.1642,6
0.4,0.0896,16
0.4,0,54
0.46,0,168
0.46,0,297
0.5,0.1045,169
0.52,0.1045,109
0.54,0.0896,123
0.56,0.0896,184
0.56,0.1642,169
0.58,0.194,144
0.6,0.194,176
0.6,0.2836,205
0.58,0.2836,428
0.64,0.3582,362
0.56,0.2537,286
0.6,0.2985,165
0.56,0.2836,151
0.52,0.2836,90
0.5,0.2537,46
0.5,0.2239,25
0.46,0.2239,7
0.46,0.2836,13
0.48,0.2239,3
0.46,0.0896,5
0.46,0.194,18
0.48,0,65
0.52,0,188
0.5,0.1343,351
0.52,0.0896,162
0.5,0.2239,75
0.54,0.1642,72
0.54,0.0896,103
0.54,0.2239,129
0.54,0.194,107
0.54,0.1642,127
0.56,0.2985,192
0.56,0.1045,411
0.54,0.1343,421
0.5,0.194,276
0.5,0.2239,168
0.5,0.1343,122
0.48,0.0896,112
0.46,0.0896,52
0.44,0.1343,33
0.42,0.1642,7
0.42,0.1642,2
0.42,0,2
0.4,0.1045,9
0.4,0.194,15
0.42,0.1642,64
0.44,0,237
0.62,0.4627,396
0.66,0.2836,197
0.62,0.0896,131
0.62,0.0896,118
0.7,0.3881,145
0.7,0.3881,177
0.74,0.4627,148
0.76,0.3582,145
0.76,0.3582,255
0.74,0.4179,432
0.74,0.3582,441
0.7,0.2537,383
0.68,0.1045,225
0.66,0.2836,172
0.62,0.2537,117
0.6,0.3284,93
0.56,0.3582,44
0.52,0.2239,26
0.5,0.3881,13
0.46,0.4627,7
0.44,0.4478,6
0.42,0.5522,14
0.4,0.5821,75
0.42,0.4627,198
0.4,0.4925,365
0.42,0.2836,196
0.42,0.3582,98
0.44,0.2836,133
0.46,0.1642,199
0.48,0.3284,177
0.5,0.3881,228
0.52,0.4179,235
0.52,0.3582,294
0.5,0.1642,481
0.5,0.2836,452
0.46,0.2836,324
0.44,0.1343,204
0.42,0.194,184
0.42,0.0896,137
0.4,0.1045,99
0.36,0.194,33
0.36,0.2537,24
0.36,0.2985,9
0.36,0.2985,2
0.34,0.2836,3
0.34,0.2239,16
0.34,0.2836,49
0.34,0.2836,180
0.34,0.2537,346
0.34,0.2985,195
0.36,0.194,136
0.34,0.194,106
0.34,0.1343,80
0.34,0.194,40
0.34,0.2537,36
0.34,0.194,75
0.34,0.1343,62
0.32,0.2239,69
0.32,0.2239,51
0.32,0.2239,55
0.32,0.2239,47
0.3,0.1642,28
0.3,0.1343,24
0.32,0.1045,17
0.32,0.194,18
0.32,0.194,16
0.32,0.1343,17
0.32,0.0896,4
0.34,0,5
0.34,0,7
0.34,0.1642,11
0.34,0.1642,19
0.36,0.2537,47
0.38,0.2985,68
0.42,0.2239,129
0.46,0.2239,232
0.52,0.4179,291
0.52,0.3881,312
0.58,0.3582,391
0.6,0.3881,397
0.6,0.2836,426
0.6,0.3284,383
0.58,0.194,376
0.56,0.2836,283
0.54,0.2537,183
0.56,0.2836,135
0.58,0.2537,169
0.54,0.1642,117
0.52,0.2239,96
0.5,0.194,54
0.5,0.194,72
0.5,0.0896,24
0.5,0.0896,5
0.5,0.0896,12
0.5,0,13
0.5,0,27
0.52,0.2239,80
0.56,0.2537,177
